created_at,user_id_str,full_text,cleaned,casefolded,normalized,tokens,tokens_clean,stemmed
Thu Oct 09 16:18:15 +0000 2025,1604819722754629632,@HisyamMochtar @prabowo dear @prabowo bensin campur etanol biar negara gk rugi etapi justru rakyat yg rugi gmn klo byr pajak @menkeu_ri @DitjenPajakRI campur lembaran daun biar bersih dr korupsi,dear bensin campur etanol biar negara gk rugi etapi justru rakyat yg rugi gmn klo byr pajak campur lembaran daun biar bersih dr korupsi,dear bensin campur etanol biar negara gk rugi etapi justru rakyat yg rugi gmn klo byr pajak campur lembaran daun biar bersih dr korupsi,dear bensin campur etanol biar negara gk rugi etapi justru rakyat yang rugi gmn klo byr pajak campur lembaran daun biar bersih dr korupsi,"['dear', 'bensin', 'campur', 'etanol', 'biar', 'negara', 'gk', 'rugi', 'etapi', 'justru', 'rakyat', 'yang', 'rugi', 'gmn', 'klo', 'byr', 'pajak', 'campur', 'lembaran', 'daun', 'biar', 'bersih', 'dr', 'korupsi']","['dear', 'bensin', 'campur', 'etanol', 'biar', 'negara', 'rugi', 'etapi', 'rakyat', 'rugi', 'gmn', 'klo', 'byr', 'pajak', 'campur', 'lembaran', 'daun', 'biar', 'bersih', 'korupsi']","['dear', 'bensin', 'campur', 'etanol', 'biar', 'negara', 'rugi', 'etapi', 'rakyat', 'rugi', 'gmn', 'klo', 'byr', 'pajak', 'campur', 'lembar', 'daun', 'biar', 'bersih', 'korupsi']"
Thu Oct 09 16:00:19 +0000 2025,1924440829751648256,@yaniarsim @bahlillahadalia 10 % etanol di campur bensin di minum oleh si Bahlil maka jadilah Bahlul si etanol + bensin.,etanol di campur bensin di minum oleh si Bahlil maka jadilah Bahlul si etanol bensin,etanol di campur bensin di minum oleh si bahlil maka jadilah bahlul si etanol bensin,etanol di campur bensin di minum oleh si bahlil maka jadilah bahlul si etanol bensin,"['etanol', 'di', 'campur', 'bensin', 'di', 'minum', 'oleh', 'si', 'bahlil', 'maka', 'jadilah', 'bahlul', 'si', 'etanol', 'bensin']","['etanol', 'campur', 'bensin', 'minum', 'bahlil', 'bahlul', 'etanol', 'bensin']","['etanol', 'campur', 'bensin', 'minum', 'bahlil', 'bahlul', 'etanol', 'bensin']"
Thu Oct 09 14:45:45 +0000 2025,885068501765038082,Foto artefact jaman Belanda dipaksa minum bensin campur etanol. (2025) https://t.co/7hxRWA7hJY,Foto artefact jaman Belanda dipaksa minum bensin campur etanol,foto artefact jaman belanda dipaksa minum bensin campur etanol,foto artefact jaman belanda dipaksa minum bensin campur etanol,"['foto', 'artefact', 'jaman', 'belanda', 'dipaksa', 'minum', 'bensin', 'campur', 'etanol']","['foto', 'artefact', 'jaman', 'belanda', 'dipaksa', 'minum', 'bensin', 'campur', 'etanol']","['foto', 'artefact', 'jaman', 'belanda', 'paksa', 'minum', 'bensin', 'campur', 'etanol']"
Thu Oct 09 14:37:40 +0000 2025,1716646812386549760,@MasBRO_back Campur bensin sama etanol terus suruh Bahlil minum larutan tsb Mentri knp sebahlul goblok gini ya,Campur bensin sama etanol terus suruh Bahlil minum larutan tsb Mentri knp sebahlul goblok gini ya,campur bensin sama etanol terus suruh bahlil minum larutan tsb mentri knp sebahlul goblok gini ya,campur bensin sama etanol terus suruh bahlil minum larutan tsb mentri knp sebahlul goblok gini ya,"['campur', 'bensin', 'sama', 'etanol', 'terus', 'suruh', 'bahlil', 'minum', 'larutan', 'tsb', 'mentri', 'knp', 'sebahlul', 'goblok', 'gini', 'ya']","['campur', 'bensin', 'etanol', 'suruh', 'bahlil', 'minum', 'larutan', 'tsb', 'mentri', 'knp', 'sebahlul', 'goblok', 'gini']","['campur', 'bensin', 'etanol', 'suruh', 'bahlil', 'minum', 'larut', 'tsb', 'tri', 'knp', 'sebahlul', 'goblok', 'gin']"
Thu Oct 09 14:20:25 +0000 2025,1720665183188922368,@moko_alternatif @kompascom Berbagai cara memeriksa kandungan etanol dalam bensin: 1. Uji air: Campur 100 ml bensin dengan 10 ml air di tabung ukur kocok biarkan mengendap. Volume lapisan bawah bertambah menunjukkan % etanol (hitung: (volume bawah - 10)/100 x 100%). 2. Uji densitas: Ukur kepadatan;,Berbagai cara memeriksa kandungan etanol dalam bensin Uji air Campur ml bensin dengan ml air di tabung ukur kocok biarkan mengendap Volume lapisan bawah bertambah menunjukkan etanol hitung volume bawah x Uji densitas Ukur kepadatan,berbagai cara memeriksa kandungan etanol dalam bensin uji air campur ml bensin dengan ml air di tabung ukur kocok biarkan mengendap volume lapisan bawah bertambah menunjukkan etanol hitung volume bawah x uji densitas ukur kepadatan,berbagai cara memeriksa kandungan etanol dalam bensin uji air campur ml bensin dengan ml air di tabung ukur kocok biarkan mengendap volume lapisan bawah bertambah menunjukkan etanol hitung volume bawah x uji densitas ukur kepadatan,"['berbagai', 'cara', 'memeriksa', 'kandungan', 'etanol', 'dalam', 'bensin', 'uji', 'air', 'campur', 'ml', 'bensin', 'dengan', 'ml', 'air', 'di', 'tabung', 'ukur', 'kocok', 'biarkan', 'mengendap', 'volume', 'lapisan', 'bawah', 'bertambah', 'menunjukkan', 'etanol', 'hitung', 'volume', 'bawah', 'x', 'uji', 'densitas', 'ukur', 'kepadatan']","['memeriksa', 'kandungan', 'etanol', 'bensin', 'uji', 'air', 'campur', 'bensin', 'air', 'tabung', 'ukur', 'kocok', 'biarkan', 'mengendap', 'volume', 'lapisan', 'bertambah', 'etanol', 'hitung', 'volume', 'uji', 'densitas', 'ukur', 'kepadatan']","['periksa', 'kandung', 'etanol', 'bensin', 'uji', 'air', 'campur', 'bensin', 'air', 'tabung', 'ukur', 'kocok', 'biar', 'endap', 'volume', 'lapis', 'tambah', 'etanol', 'hitung', 'volume', 'uji', 'densitas', 'ukur', 'padat']"
Thu Oct 09 11:41:55 +0000 2025,115936810,BAHAYA Pakai BBM Campur Etanol Bagi Kendaraan Bikin Boros Bensin hingga Motor Cepat Rusak? https://t.co/moUH7oe4UQ lewat @tribunnews,BAHAYA Pakai BBM Campur Etanol Bagi Kendaraan Bikin Boros Bensin hingga Motor Cepat Rusak lewat,bahaya pakai bbm campur etanol bagi kendaraan bikin boros bensin hingga motor cepat rusak lewat,bahaya pakai bbm campur etanol bagi kendaraan bikin boros bensin hingga motor cepat rusak lewat,"['bahaya', 'pakai', 'bbm', 'campur', 'etanol', 'bagi', 'kendaraan', 'bikin', 'boros', 'bensin', 'hingga', 'motor', 'cepat', 'rusak', 'lewat']","['bahaya', 'pakai', 'bbm', 'campur', 'etanol', 'kendaraan', 'bikin', 'boros', 'bensin', 'motor', 'cepat', 'rusak']","['bahaya', 'pakai', 'bbm', 'campur', 'etanol', 'kendara', 'bikin', 'boros', 'bensin', 'motor', 'cepat', 'rusak']"
Thu Oct 09 10:06:03 +0000 2025,115936810,IDE Menteri Bahlil Terbaru BBM E10 Bensin Campur Etanol Lengkap Respons Pertamina dan Industri https://t.co/kU6o89VFsi lewat @tribunnews,IDE Menteri Bahlil Terbaru BBM E Bensin Campur Etanol Lengkap Respons Pertamina dan Industri lewat,ide menteri bahlil terbaru bbm e bensin campur etanol lengkap respons pertamina dan industri lewat,ide menteri bahlil terbaru bbm e bensin campur etanol lengkap respons pertamina dan industri lewat,"['ide', 'menteri', 'bahlil', 'terbaru', 'bbm', 'e', 'bensin', 'campur', 'etanol', 'lengkap', 'respons', 'pertamina', 'dan', 'industri', 'lewat']","['ide', 'menteri', 'bahlil', 'terbaru', 'bbm', 'bensin', 'campur', 'etanol', 'lengkap', 'respons', 'pertamina', 'industri']","['ide', 'menteri', 'bahlil', 'baru', 'bbm', 'bensin', 'campur', 'etanol', 'lengkap', 'respons', 'pertamina', 'industri']"
Thu Oct 09 09:58:33 +0000 2025,1912306655766933507,Nilai energi Bensin campur Etanol tidak maksimal sehingga tenaga mesin makin LEMOT dan bahan bakar lebih BOROS Itulah alasan SPBU Swasta menolak memakai BBM Pertamina karena Swasta base fuelnya ga pake etanol sebanyak itu Mereka pikirin kualitas bukan sekadar Kuantitas https://t.co/qtF3NghffP,Nilai energi Bensin campur Etanol tidak maksimal sehingga tenaga mesin makin LEMOT dan bahan bakar lebih BOROS Itulah alasan SPBU Swasta menolak memakai BBM Pertamina karena Swasta base fuelnya ga pake etanol sebanyak itu Mereka pikirin kualitas bukan sekadar Kuantitas,nilai energi bensin campur etanol tidak maksimal sehingga tenaga mesin makin lemot dan bahan bakar lebih boros itulah alasan spbu swasta menolak memakai bbm pertamina karena swasta base fuelnya ga pake etanol sebanyak itu mereka pikirin kualitas bukan sekadar kuantitas,nilai energi bensin campur etanol tidak maksimal sehingga tenaga mesin makin lemot dan bahan bakar lebih boros itulah alasan spbu swasta menolak memakai bbm pertamina karena swasta base fuelnya tidak pake etanol sebanyak itu mereka pikirin kualitas bukan sekadar kuantitas,"['nilai', 'energi', 'bensin', 'campur', 'etanol', 'tidak', 'maksimal', 'sehingga', 'tenaga', 'mesin', 'makin', 'lemot', 'dan', 'bahan', 'bakar', 'lebih', 'boros', 'itulah', 'alasan', 'spbu', 'swasta', 'menolak', 'memakai', 'bbm', 'pertamina', 'karena', 'swasta', 'base', 'fuelnya', 'tidak', 'pake', 'etanol', 'sebanyak', 'itu', 'mereka', 'pikirin', 'kualitas', 'bukan', 'sekadar', 'kuantitas']","['nilai', 'energi', 'bensin', 'campur', 'etanol', 'maksimal', 'tenaga', 'mesin', 'lemot', 'bahan', 'bakar', 'boros', 'alasan', 'spbu', 'swasta', 'menolak', 'memakai', 'bbm', 'pertamina', 'swasta', 'base', 'fuelnya', 'pake', 'etanol', 'pikirin', 'kualitas', 'kuantitas']","['nilai', 'energi', 'bensin', 'campur', 'etanol', 'maksimal', 'tenaga', 'mesin', 'lot', 'bahan', 'bakar', 'boros', 'alas', 'spbu', 'swasta', 'tolak', 'pakai', 'bbm', 'pertamina', 'swasta', 'base', 'fuelnya', 'pake', 'etanol', 'pikirin', 'kualitas', 'kuantitas']"
Thu Oct 09 09:29:42 +0000 2025,722413726230384640,Bensin di campur etanol 10%.. sy Jamin mesin cepat rusak.. Ini menteri wajib di reshufle Seharusnya.. krn kebijakanya Selalu merugikan rakyat.. https://t.co/bQM2G07cWv,Bensin di campur etanol sy Jamin mesin cepat rusak Ini menteri wajib di reshufle Seharusnya krn kebijakanya Selalu merugikan rakyat,bensin di campur etanol sy jamin mesin cepat rusak ini menteri wajib di reshufle seharusnya krn kebijakanya selalu merugikan rakyat,bensin di campur etanol sy jamin mesin cepat rusak ini menteri wajib di reshufle seharusnya karena kebijakanya selalu merugikan rakyat,"['bensin', 'di', 'campur', 'etanol', 'sy', 'jamin', 'mesin', 'cepat', 'rusak', 'ini', 'menteri', 'wajib', 'di', 'reshufle', 'seharusnya', 'karena', 'kebijakanya', 'selalu', 'merugikan', 'rakyat']","['bensin', 'campur', 'etanol', 'jamin', 'mesin', 'cepat', 'rusak', 'menteri', 'wajib', 'reshufle', 'kebijakanya', 'merugikan', 'rakyat']","['bensin', 'campur', 'etanol', 'jamin', 'mesin', 'cepat', 'rusak', 'menteri', 'wajib', 'reshufle', 'kebijakanya', 'rugi', 'rakyat']"
Thu Oct 09 09:00:46 +0000 2025,154102750,Bensin Campur Etanol 10 Persen Dinilai Efektif Dukung Energi Bersih https://t.co/Ukeb14PZph,Bensin Campur Etanol Persen Dinilai Efektif Dukung Energi Bersih,bensin campur etanol persen dinilai efektif dukung energi bersih,bensin campur etanol persen dinilai efektif dukung energi bersih,"['bensin', 'campur', 'etanol', 'persen', 'dinilai', 'efektif', 'dukung', 'energi', 'bersih']","['bensin', 'campur', 'etanol', 'persen', 'dinilai', 'efektif', 'dukung', 'energi', 'bersih']","['bensin', 'campur', 'etanol', 'persen', 'nilai', 'efektif', 'dukung', 'energi', 'bersih']"
Thu Oct 09 08:34:13 +0000 2025,1937873528214495232,ini semisal bumblebee minum bensin campur etanol kira2 mabok ga ya pas lawan deception ,ini semisal bumblebee minum bensin campur etanol kira mabok ga ya pas lawan deception,ini semisal bumblebee minum bensin campur etanol kira mabok ga ya pas lawan deception,ini semisal bumblebee minum bensin campur etanol kira mabok tidak ya pas lawan deception,"['ini', 'semisal', 'bumblebee', 'minum', 'bensin', 'campur', 'etanol', 'kira', 'mabok', 'tidak', 'ya', 'pas', 'lawan', 'deception']","['bumblebee', 'minum', 'bensin', 'campur', 'etanol', 'mabok', 'pas', 'lawan', 'deception']","['bumblebee', 'minum', 'bensin', 'campur', 'etanol', 'mabok', 'pas', 'lawan', 'deception']"
Thu Oct 09 07:25:27 +0000 2025,1280526974822150146,@miiyuss aaa sehat2 cekerku jgn lupa bawa asupan kalo lg terbang soalnya gaada rest area di langit wkwk (klo bensin pesawatnya disuruh campur etanol tampol aj pemerintah kak),aaa sehat cekerku jgn lupa bawa asupan kalo lg terbang soalnya gaada rest area di langit wkwk klo bensin pesawatnya disuruh campur etanol tampol aj pemerintah kak,aaa sehat cekerku jgn lupa bawa asupan kalo lg terbang soalnya gaada rest area di langit wkwk klo bensin pesawatnya disuruh campur etanol tampol aj pemerintah kak,aaa sehat cekerku jgn lupa bawa asupan kalo lg terbang soalnya gaada rest area di langit wkwk klo bensin pesawatnya disuruh campur etanol tampol aj pemerintah kak,"['aaa', 'sehat', 'cekerku', 'jgn', 'lupa', 'bawa', 'asupan', 'kalo', 'lg', 'terbang', 'soalnya', 'gaada', 'rest', 'area', 'di', 'langit', 'wkwk', 'klo', 'bensin', 'pesawatnya', 'disuruh', 'campur', 'etanol', 'tampol', 'aj', 'pemerintah', 'kak']","['aaa', 'sehat', 'cekerku', 'jgn', 'lupa', 'bawa', 'asupan', 'kalo', 'terbang', 'gaada', 'rest', 'area', 'langit', 'wkwk', 'klo', 'bensin', 'pesawatnya', 'disuruh', 'campur', 'etanol', 'tampol', 'pemerintah', 'kak']","['aaa', 'sehat', 'ceker', 'jgn', 'lupa', 'bawa', 'asupan', 'kalo', 'terbang', 'gaada', 'rest', 'area', 'langit', 'wkwk', 'klo', 'bensin', 'pesawat', 'suruh', 'campur', 'etanol', 'tampol', 'perintah', 'kak']"
Thu Oct 09 05:49:01 +0000 2025,1518293169258909696,Rakyatnya dapet bensin campur etanol beras ga layak sembako mahal transum fasum ga merata pendidikan&amp;kesehatan mahal nyari kerja susah rumah mahal ngontrak juga mahal terpake Nerima kerjaan underpaid judol ga di blokir protes ditangkep digebukin. Kontol,Rakyatnya dapet bensin campur etanol beras ga layak sembako mahal transum fasum ga merata pendidikan kesehatan mahal nyari kerja susah rumah mahal ngontrak juga mahal terpake Nerima kerjaan underpaid judol ga di blokir protes ditangkep digebukin Kontol,rakyatnya dapet bensin campur etanol beras ga layak sembako mahal transum fasum ga merata pendidikan kesehatan mahal nyari kerja susah rumah mahal ngontrak juga mahal terpake nerima kerjaan underpaid judol ga di blokir protes ditangkep digebukin kontol,rakyatnya dapet bensin campur etanol beras tidak layak sembako mahal transum fasum tidak merata pendidikan kesehatan mahal cari kerja susah rumah mahal ngontrak juga mahal terpake nerima kerjaan underpaid judol tidak di blokir protes ditangkep digebukin kontol,"['rakyatnya', 'dapet', 'bensin', 'campur', 'etanol', 'beras', 'tidak', 'layak', 'sembako', 'mahal', 'transum', 'fasum', 'tidak', 'merata', 'pendidikan', 'kesehatan', 'mahal', 'cari', 'kerja', 'susah', 'rumah', 'mahal', 'ngontrak', 'juga', 'mahal', 'terpake', 'nerima', 'kerjaan', 'underpaid', 'judol', 'tidak', 'di', 'blokir', 'protes', 'ditangkep', 'digebukin', 'kontol']","['rakyatnya', 'dapet', 'bensin', 'campur', 'etanol', 'beras', 'layak', 'sembako', 'mahal', 'transum', 'fasum', 'merata', 'pendidikan', 'kesehatan', 'mahal', 'cari', 'kerja', 'susah', 'rumah', 'mahal', 'ngontrak', 'mahal', 'terpake', 'nerima', 'kerjaan', 'underpaid', 'judol', 'blokir', 'protes', 'ditangkep', 'digebukin', 'kontol']","['rakyat', 'dapet', 'bensin', 'campur', 'etanol', 'beras', 'layak', 'sembako', 'mahal', 'transum', 'fasum', 'rata', 'didik', 'sehat', 'mahal', 'cari', 'kerja', 'susah', 'rumah', 'mahal', 'ngontrak', 'mahal', 'terpake', 'nerima', 'kerja', 'underpaid', 'judol', 'blokir', 'protes', 'ditangkep', 'digebukin', 'kontol']"
Thu Oct 09 05:48:33 +0000 2025,1729354223614304256,Campur bensin dengan etanol. Biar gak banyak impor katanya. https://t.co/AZeDe8DtcF,Campur bensin dengan etanol Biar gak banyak impor katanya,campur bensin dengan etanol biar gak banyak impor katanya,campur bensin dengan etanol biar tidak banyak impor katanya,"['campur', 'bensin', 'dengan', 'etanol', 'biar', 'tidak', 'banyak', 'impor', 'katanya']","['campur', 'bensin', 'etanol', 'biar', 'impor']","['campur', 'bensin', 'etanol', 'biar', 'impor']"
Thu Oct 09 05:33:24 +0000 2025,1720665183188922368,@billetdouxxx Oke bayi manis dengerin pelan-pelan ya! Etanol campur bensin bikin mobil haus minum bensin lebih banyak boros duit! Kalau etanol kena air mesin bisa berkarat seperti besi basah rusak auw! Mobil jadi lemes nggak kuat jalan. Tapi kalau mobil baru oke aja. Paham sekarang? ,Oke bayi manis dengerin pelan pelan ya Etanol campur bensin bikin mobil haus minum bensin lebih banyak boros duit Kalau etanol kena air mesin bisa berkarat seperti besi basah rusak auw Mobil jadi lemes nggak kuat jalan Tapi kalau mobil baru oke aja Paham sekarang,oke bayi manis dengerin pelan pelan ya etanol campur bensin bikin mobil haus minum bensin lebih banyak boros duit kalau etanol kena air mesin bisa berkarat seperti besi basah rusak auw mobil jadi lemes nggak kuat jalan tapi kalau mobil baru oke aja paham sekarang,oke bayi manis dengerin pelan pelan ya etanol campur bensin bikin mobil haus minum bensin lebih banyak boros duit kalau etanol kena air mesin bisa berkarat seperti besi basah rusak auw mobil jadi lemes tidak kuat jalan tapi kalau mobil baru oke aja paham sekarang,"['oke', 'bayi', 'manis', 'dengerin', 'pelan', 'pelan', 'ya', 'etanol', 'campur', 'bensin', 'bikin', 'mobil', 'haus', 'minum', 'bensin', 'lebih', 'banyak', 'boros', 'duit', 'kalau', 'etanol', 'kena', 'air', 'mesin', 'bisa', 'berkarat', 'seperti', 'besi', 'basah', 'rusak', 'auw', 'mobil', 'jadi', 'lemes', 'tidak', 'kuat', 'jalan', 'tapi', 'kalau', 'mobil', 'baru', 'oke', 'aja', 'paham', 'sekarang']","['oke', 'bayi', 'manis', 'dengerin', 'pelan', 'pelan', 'etanol', 'campur', 'bensin', 'bikin', 'mobil', 'haus', 'minum', 'bensin', 'boros', 'duit', 'etanol', 'kena', 'air', 'mesin', 'berkarat', 'besi', 'basah', 'rusak', 'auw', 'mobil', 'lemes', 'kuat', 'jalan', 'mobil', 'oke', 'aja', 'paham']","['oke', 'bayi', 'manis', 'dengerin', 'pelan', 'pelan', 'etanol', 'campur', 'bensin', 'bikin', 'mobil', 'haus', 'minum', 'bensin', 'boros', 'duit', 'etanol', 'kena', 'air', 'mesin', 'karat', 'besi', 'basah', 'rusak', 'auw', 'mobil', 'lemes', 'kuat', 'jalan', 'mobil', 'oke', 'aja', 'paham']"
Thu Oct 09 05:29:15 +0000 2025,1720665183188922368,@billetdouxxx Bayi kecil dengar ya! Etanol campur ke bbm kayak bensin buat mobil minum lebih banyak boros banget! Kalau etanol nyerap air mesin bisa karat sakit auw! Mobil jadi lemah nggak kuat lari jauh. Tapi kalau mesin baru aman kok. Hati-hati ya sayang! ,Bayi kecil dengar ya Etanol campur ke bbm kayak bensin buat mobil minum lebih banyak boros banget Kalau etanol nyerap air mesin bisa karat sakit auw Mobil jadi lemah nggak kuat lari jauh Tapi kalau mesin baru aman kok Hati hati ya sayang,bayi kecil dengar ya etanol campur ke bbm kayak bensin buat mobil minum lebih banyak boros banget kalau etanol nyerap air mesin bisa karat sakit auw mobil jadi lemah nggak kuat lari jauh tapi kalau mesin baru aman kok hati hati ya sayang,bayi kecil dengar ya etanol campur ke bbm seperti bensin buat mobil minum lebih banyak boros sangat kalau etanol nyerap air mesin bisa karat sakit auw mobil jadi lemah tidak kuat lari jauh tapi kalau mesin baru aman hati hati ya sayang,"['bayi', 'kecil', 'dengar', 'ya', 'etanol', 'campur', 'ke', 'bbm', 'seperti', 'bensin', 'buat', 'mobil', 'minum', 'lebih', 'banyak', 'boros', 'sangat', 'kalau', 'etanol', 'nyerap', 'air', 'mesin', 'bisa', 'karat', 'sakit', 'auw', 'mobil', 'jadi', 'lemah', 'tidak', 'kuat', 'lari', 'jauh', 'tapi', 'kalau', 'mesin', 'baru', 'aman', 'hati', 'hati', 'ya', 'sayang']","['bayi', 'dengar', 'etanol', 'campur', 'bbm', 'bensin', 'mobil', 'minum', 'boros', 'etanol', 'nyerap', 'air', 'mesin', 'karat', 'sakit', 'auw', 'mobil', 'lemah', 'kuat', 'lari', 'mesin', 'aman', 'hati', 'hati', 'sayang']","['bayi', 'dengar', 'etanol', 'campur', 'bbm', 'bensin', 'mobil', 'minum', 'boros', 'etanol', 'nyerap', 'air', 'mesin', 'karat', 'sakit', 'auw', 'mobil', 'lemah', 'kuat', 'lari', 'mesin', 'aman', 'hati', 'hati', 'sayang']"
Thu Oct 09 01:32:03 +0000 2025,1720665183188922368,@9H0st66 @elonmusk @bahlillahadalia @prabowo Malaysia: Ora ana campur etanol ing bensin (data 2025 fokus biodiesel sawit) rega murah RM2.60/liter amarga subsidi minyak domestik. Brunei: Ora ana mandat etanol rega super murah ~BND0.53/liter saka subsidi gedhe saka produksi minyak. Jepang: Lagi uji E20 2025 rencana E10,Malaysia Ora ana campur etanol ing bensin data fokus biodiesel sawit rega murah RM liter amarga subsidi minyak domestik Brunei Ora ana mandat etanol rega super murah BND liter saka subsidi gedhe saka produksi minyak Jepang Lagi uji E rencana E,malaysia ora ana campur etanol ing bensin data fokus biodiesel sawit rega murah rm liter amarga subsidi minyak domestik brunei ora ana mandat etanol rega super murah bnd liter saka subsidi gedhe saka produksi minyak jepang lagi uji e rencana e,malaysia ora ana campur etanol ing bensin data fokus biodiesel sawit rega murah rm liter amarga subsidi minyak domestik brunei ora ana mandat etanol rega super murah bnd liter saka subsidi gedhe saka produksi minyak jepang lagi uji e rencana e,"['malaysia', 'ora', 'ana', 'campur', 'etanol', 'ing', 'bensin', 'data', 'fokus', 'biodiesel', 'sawit', 'rega', 'murah', 'rm', 'liter', 'amarga', 'subsidi', 'minyak', 'domestik', 'brunei', 'ora', 'ana', 'mandat', 'etanol', 'rega', 'super', 'murah', 'bnd', 'liter', 'saka', 'subsidi', 'gedhe', 'saka', 'produksi', 'minyak', 'jepang', 'lagi', 'uji', 'e', 'rencana', 'e']","['malaysia', 'ora', 'ana', 'campur', 'etanol', 'ing', 'bensin', 'data', 'fokus', 'biodiesel', 'sawit', 'rega', 'murah', 'liter', 'amarga', 'subsidi', 'minyak', 'domestik', 'brunei', 'ora', 'ana', 'mandat', 'etanol', 'rega', 'super', 'murah', 'bnd', 'liter', 'saka', 'subsidi', 'gedhe', 'saka', 'produksi', 'minyak', 'jepang', 'uji', 'rencana']","['malaysia', 'ora', 'ana', 'campur', 'etanol', 'ing', 'bensin', 'data', 'fokus', 'biodiesel', 'sawit', 'rega', 'murah', 'liter', 'amarga', 'subsidi', 'minyak', 'domestik', 'brunei', 'ora', 'ana', 'mandat', 'etanol', 'rega', 'super', 'murah', 'bnd', 'liter', 'saka', 'subsidi', 'gedhe', 'saka', 'produksi', 'minyak', 'jepang', 'uji', 'rencana']"
Thu Oct 09 00:37:13 +0000 2025,1720665183188922368,@9H0st66 @elonmusk @bahlillahadalia @prabowo Secara ekonomi: Campur etanol bisa kurangi impor bensin (60% impor) hemat devisa Rp triliunan ciptakan lapangan kerja di produksi bioetanol dari tebu. Tapi biaya produksi tinggi potensi naik harga BBM jika pasokan kurang (kapasitas 303k kL/tahun output cuma 160k). Data dari,Secara ekonomi Campur etanol bisa kurangi impor bensin impor hemat devisa Rp triliunan ciptakan lapangan kerja di produksi bioetanol dari tebu Tapi biaya produksi tinggi potensi naik harga BBM jika pasokan kurang kapasitas k kL tahun output cuma k Data dari,secara ekonomi campur etanol bisa kurangi impor bensin impor hemat devisa rp triliunan ciptakan lapangan kerja di produksi bioetanol dari tebu tapi biaya produksi tinggi potensi naik harga bbm jika pasokan kurang kapasitas k kl tahun output cuma k data dari,secara ekonomi campur etanol bisa kurangi impor bensin impor hemat devisa rupiah triliunan ciptakan lapangan kerja di produksi bioetanol dari tebu tapi biaya produksi tinggi potensi naik harga bbm jika pasokan kurang kapasitas k kl tahun output cuma k data dari,"['secara', 'ekonomi', 'campur', 'etanol', 'bisa', 'kurangi', 'impor', 'bensin', 'impor', 'hemat', 'devisa', 'rupiah', 'triliunan', 'ciptakan', 'lapangan', 'kerja', 'di', 'produksi', 'bioetanol', 'dari', 'tebu', 'tapi', 'biaya', 'produksi', 'tinggi', 'potensi', 'naik', 'harga', 'bbm', 'jika', 'pasokan', 'kurang', 'kapasitas', 'k', 'kl', 'tahun', 'output', 'cuma', 'k', 'data', 'dari']","['ekonomi', 'campur', 'etanol', 'kurangi', 'impor', 'bensin', 'impor', 'hemat', 'devisa', 'rupiah', 'triliunan', 'ciptakan', 'lapangan', 'kerja', 'produksi', 'bioetanol', 'tebu', 'biaya', 'produksi', 'potensi', 'harga', 'bbm', 'pasokan', 'kapasitas', 'output', 'data']","['ekonomi', 'campur', 'etanol', 'kurang', 'impor', 'bensin', 'impor', 'hemat', 'devisa', 'rupiah', 'triliun', 'cipta', 'lapang', 'kerja', 'produksi', 'bioetanol', 'tebu', 'biaya', 'produksi', 'potensi', 'harga', 'bbm', 'pasok', 'kapasitas', 'output', 'data']"
