created_at,user_id_str,full_text,clean_text,normalized,tokens,stemmed,final_text
Sun Nov 16 05:51:09 +0000 2025,1576841477140848642,@ViafaAliph @asudahlahhh @ZoneVenomWar Ada kok perusahaan Indonesia yg produksi etanol tapi bukan buat bahan bakar juga bahan baku yang digunakan perusahaan ini juga berbeda dengan bahan baku yg pemerintah inginkan untuk produksi etanol,ada kok perusahaan indonesia yg produksi etanol tapi bukan buat bahan bakar juga bahan baku yang digunakan perusahaan ini juga berbeda dengan bahan baku yg pemerintah inginkan untuk produksi etanol,ada kok perusahaan indonesia yang produksi etanol tapi bukan buat bahan bakar juga bahan baku yang digunakan perusahaan ini juga berbeda dengan bahan baku yang pemerintah inginkan untuk produksi etanol,"['perusahaan', 'indonesia', 'produksi', 'etanol', 'bahan', 'bakar', 'bahan', 'baku', 'perusahaan', 'berbeda', 'bahan', 'baku', 'pemerintah', 'produksi', 'etanol']","['usaha', 'indonesia', 'produksi', 'etanol', 'bahan', 'bakar', 'bahan', 'baku', 'usaha', 'beda', 'bahan', 'baku', 'perintah', 'produksi', 'etanol']",usaha indonesia produksi etanol bahan bakar bahan baku usaha beda bahan baku perintah produksi etanol
Sun Nov 16 05:47:25 +0000 2025,1285676186,@ZoneVenomWar @BuayaEmpang @SnaiperMask Solusi biar bisa pake bahan bakar etanol 100% itu ganti mesin dan tangki kendaraan yg dipake butuh biaya yg guede banget biar bisa berfungsi mah ujung ujungnya nanti ditinggalin,solusi biar bisa pake bahan bakar etanol itu ganti mesin dan tangki kendaraan yg dipake butuh biaya yg guede banget biar bisa berfungsi mah ujung ujungnya nanti ditinggalin,solusi biar bisa pakai bahan bakar etanol itu ganti mesin dan tangki kendaraan yang dipakai butuh biaya yang guede banget biar bisa berfungsi mah ujung ujungnya nanti ditinggalin,"['solusi', 'biar', 'pakai', 'bahan', 'bakar', 'etanol', 'ganti', 'mesin', 'tangki', 'kendaraan', 'dipakai', 'butuh', 'biaya', 'guede', 'banget', 'biar', 'berfungsi', 'mah', 'ujung', 'ujungnya', 'ditinggalin']","['solusi', 'biar', 'pakai', 'bahan', 'bakar', 'etanol', 'ganti', 'mesin', 'tangki', 'kendara', 'pakai', 'butuh', 'biaya', 'guede', 'banget', 'biar', 'fungsi', 'mah', 'ujung', 'ujung', 'ditinggalin']",solusi biar pakai bahan bakar etanol ganti mesin tangki kendara pakai butuh biaya guede banget biar fungsi mah ujung ujung ditinggalin
Sun Nov 16 04:31:38 +0000 2025,398798880,@MashudiRbg Makanya kek sengaja jadi bahan promosi etanol kalau e100 nantinya aman buat motor sekarang... Pak Bahlil bisa langsung eksekusi,makanya kek sengaja jadi bahan promosi etanol kalau e nantinya aman buat motor sekarang pak bahlil bisa langsung eksekusi,makanya kayak sengaja jadi bahan promosi etanol kalau e nantinya aman buat motor sekarang pak bahlil bisa langsung eksekusi,"['kayak', 'sengaja', 'bahan', 'promosi', 'etanol', 'aman', 'motor', 'bahlil', 'langsung', 'eksekusi']","['kayak', 'sengaja', 'bahan', 'promosi', 'etanol', 'aman', 'motor', 'bahlil', 'langsung', 'eksekusi']",kayak sengaja bahan promosi etanol aman motor bahlil langsung eksekusi
Sun Nov 16 03:33:25 +0000 2025,104463067,@p4piKRiS @sharpandshark Emank iya.. Lah wong dr bbm yg campuran etanol aja peformanya blm se optimal bbm fosil masih kalah jauh... mau menyamai dengan bbm fosil aja campurannya susah....,emank iya lah wong dr bbm yg campuran etanol aja peformanya blm se optimal bbm fosil masih kalah jauh mau menyamai dengan bbm fosil aja campurannya susah,memang iya lah wong dari bbm yang campuran etanol saja peformanya belum se optimal bbm fosil masih kalah jauh mau menyamai dengan bbm fosil saja campurannya susah,"['iya', 'bbm', 'campuran', 'etanol', 'peformanya', 'optimal', 'bbm', 'fosil', 'kalah', 'menyamai', 'bbm', 'fosil', 'campurannya', 'susah']","['iya', 'bbm', 'campur', 'etanol', 'forma', 'optimal', 'bbm', 'fosil', 'kalah', 'sama', 'bbm', 'fosil', 'campur', 'susah']",iya bbm campur etanol forma optimal bbm fosil kalah sama bbm fosil campur susah
Sun Nov 16 01:01:54 +0000 2025,1720665183188922368,@tukangbullylgbt @sharpandshark Bobibos adalah BBM nabati dari fer mentasi jerami padi menghasilkan bioetanol dengan RON 98-120. Etanol umumnya dari tebu/jagung juga alkohol (C2H5OH) untuk bahan bakar. Bedanya: Bobibos khusus dari limbah Indonesia lebih ramah lingkungan tenaga mobil lebih kuat &amp; emisi nol,bobibos adalah bbm nabati dari fer mentasi jerami padi menghasilkan bioetanol dengan ron etanol umumnya dari tebu jagung juga alkohol choh untuk bahan bakar bedanya bobibos khusus dari limbah indonesia lebih ramah lingkungan tenaga mobil lebih kuat amp emisi nol,bobibos adalah bbm nabati dari fer mentasi jerami padi menghasilkan bioetanol dengan ron etanol umumnya dari tebu jagung juga alkohol choh untuk bahan bakar bedanya bobibos khusus dari limbah indonesia lebih ramah lingkungan tenaga mobil lebih kuat amp emisi nol,"['bobibos', 'bbm', 'nabati', 'fer', 'mentasi', 'jerami', 'padi', 'menghasilkan', 'bioetanol', 'ron', 'etanol', 'tebu', 'jagung', 'alkohol', 'choh', 'bahan', 'bakar', 'bedanya', 'bobibos', 'khusus', 'limbah', 'indonesia', 'ramah', 'lingkungan', 'tenaga', 'mobil', 'kuat', 'amp', 'emisi', 'nol']","['bobibos', 'bbm', 'nabati', 'fer', 'tas', 'jerami', 'padi', 'hasil', 'bioetanol', 'ron', 'etanol', 'tebu', 'jagung', 'alkohol', 'choh', 'bahan', 'bakar', 'beda', 'bobibos', 'khusus', 'limbah', 'indonesia', 'ramah', 'lingkung', 'tenaga', 'mobil', 'kuat', 'amp', 'emisi', 'nol']",bobibos bbm nabati fer tas jerami padi hasil bioetanol ron etanol tebu jagung alkohol choh bahan bakar beda bobibos khusus limbah indonesia ramah lingkung tenaga mobil kuat amp emisi nol
Sat Nov 15 18:13:14 +0000 2025,1163321951588212737,@07_dewasantuy @infobdg Gmn bs d suntik mati ? Bobibos selaras dgn apa yg dimau si bahlul bbm etanol ,gmn bs d suntik mati bobibos selaras dgn apa yg dimau si bahlul bbm etanol,bagaimana bisa di suntik mati bobibos selaras dengan apa yang dimau sih bahlul bbm etanol,"['suntik', 'mati', 'bobibos', 'selaras', 'dimau', 'sih', 'bahlul', 'bbm', 'etanol']","['suntik', 'mati', 'bobibos', 'selaras', 'mau', 'sih', 'bahlul', 'bbm', 'etanol']",suntik mati bobibos selaras mau sih bahlul bbm etanol
Sat Nov 15 16:55:15 +0000 2025,135828208,@Kzonna889 @sharpandshark Bobibos itu cuma pengalihan isu dari masalah etanol 10% pertamina. Etanol memang bisa dipakai untuk pembakaran tp masalahnya etanol HIGROSKOPIS (mengikat air) dan INDONESIA IKLIMNYA TROPIS (kelembaban udara tinggi). Efeknya bahan bakar yg terpapar udara akan menyerap air.,bobibos itu cuma pengalihan isu dari masalah etanol pertamina etanol memang bisa dipakai untuk pembakaran tp masalahnya etanol higroskopis mengikat air dan indonesia iklimnya tropis kelembaban udara tinggi efeknya bahan bakar yg terpapar udara akan menyerap air,bobibos itu cuma pengalihan isu dari masalah etanol pertamina etanol memang bisa dipakai untuk pembakaran tapi masalahnya etanol higroskopis mengikat air dan indonesia iklimnya tropis kelembaban udara tinggi efeknya bahan bakar yang terpapar udara akan menyerap air,"['bobibos', 'pengalihan', 'isu', 'etanol', 'pertamina', 'etanol', 'dipakai', 'pembakaran', 'etanol', 'higroskopis', 'mengikat', 'air', 'indonesia', 'iklimnya', 'tropis', 'kelembaban', 'udara', 'efeknya', 'bahan', 'bakar', 'terpapar', 'udara', 'menyerap', 'air']","['bobibos', 'alih', 'isu', 'etanol', 'pertamina', 'etanol', 'pakai', 'bakar', 'etanol', 'higroskopis', 'ikat', 'air', 'indonesia', 'iklim', 'tropis', 'kelembaban', 'udara', 'efek', 'bahan', 'bakar', 'papar', 'udara', 'serap', 'air']",bobibos alih isu etanol pertamina etanol pakai bakar etanol higroskopis ikat air indonesia iklim tropis kelembaban udara efek bahan bakar papar udara serap air
Sat Nov 15 16:20:12 +0000 2025,1320401429702479878,@RiyanRiyan52986 @Areanesia24 kalo 100% etanol juga bagus karena pemerntah gak perlu impor etanol buat campuran bbm. kan pemrentah sendiri mau bikin campuran bbm pakek etanol tapi etanolnya sendiri belum ada lahan buat nanem bahan bakunya aja masih dicarikan ama nusron.,kalo etanol juga bagus karena pemerntah gak perlu impor etanol buat campuran bbm kan pemrentah sendiri mau bikin campuran bbm pakek etanol tapi etanolnya sendiri belum ada lahan buat nanem bahan bakunya aja masih dicarikan ama nusron,kalau etanol juga bagus karena pemerntah tidak perlu impor etanol buat campuran bbm kan pemrentah sendiri mau bikin campuran bbm pakai etanol tapi etanolnya sendiri belum ada lahan buat nanem bahan bakunya saja masih dicarikan sama nusron,"['etanol', 'bagus', 'pemerntah', 'impor', 'etanol', 'campuran', 'bbm', 'pemrentah', 'bikin', 'campuran', 'bbm', 'pakai', 'etanol', 'etanolnya', 'lahan', 'nanem', 'bahan', 'bakunya', 'dicarikan', 'nusron']","['etanol', 'bagus', 'pemerntah', 'impor', 'etanol', 'campur', 'bbm', 'pemrentah', 'bikin', 'campur', 'bbm', 'pakai', 'etanol', 'etanol', 'lahan', 'nanem', 'bahan', 'baku', 'cari', 'nusron']",etanol bagus pemerntah impor etanol campur bbm pemrentah bikin campur bbm pakai etanol etanol lahan nanem bahan baku cari nusron
Sat Nov 15 13:18:30 +0000 2025,1840136162436100100,@xremiums @paivting Bobibos memang okey. Perlu dikembangkan. Untuk menyaingi BBM yg dicampur Etanol.,bobibos memang okey perlu dikembangkan untuk menyaingi bbm yg dicampur etanol,bobibos memang okey perlu dikembangkan untuk menyaingi bbm yang dicampur etanol,"['bobibos', 'okey', 'dikembangkan', 'menyaingi', 'bbm', 'dicampur', 'etanol']","['bobibos', 'okey', 'kembang', 'saing', 'bbm', 'campur', 'etanol']",bobibos okey kembang saing bbm campur etanol
Sat Nov 15 11:48:34 +0000 2025,1283932594141192192,@BANGSAygSUJUD @Merdeka2124 @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Bobibos itu etanol..sama dg yg kmrn gaduh d pertamina aman/ngga masih perlu kajian mendalam krn yg ditunjukkan cm sebatas demo blm tau efek jangka panjang pemakaian bbm yg sifatnya mengikat air thd mesin injektor dan tangki yg berbahan besi,bobibos itu etanol sama dg yg kmrn gaduh d pertamina aman ngga masih perlu kajian mendalam krn yg ditunjukkan cm sebatas demo blm tau efek jangka panjang pemakaian bbm yg sifatnya mengikat air thd mesin injektor dan tangki yg berbahan besi,bobibos itu etanol sama dengan yang kemarin gaduh di pertamina aman tidak masih perlu kajian mendalam karena yang ditunjukkan cuma sebatas demo belum tau efek jangka panjang pemakaian bbm yang sifatnya mengikat air thd mesin injektor dan tangki yang berbahan besi,"['bobibos', 'etanol', 'kemarin', 'gaduh', 'pertamina', 'aman', 'kajian', 'mendalam', 'sebatas', 'demo', 'tau', 'efek', 'jangka', 'pemakaian', 'bbm', 'sifatnya', 'mengikat', 'air', 'thd', 'mesin', 'injektor', 'tangki', 'berbahan', 'besi']","['bobibos', 'etanol', 'kemarin', 'gaduh', 'pertamina', 'aman', 'kaji', 'dalam', 'batas', 'demo', 'tau', 'efek', 'jangka', 'pakai', 'bbm', 'sifat', 'ikat', 'air', 'thd', 'mesin', 'injektor', 'tangki', 'bahan', 'besi']",bobibos etanol kemarin gaduh pertamina aman kaji dalam batas demo tau efek jangka pakai bbm sifat ikat air thd mesin injektor tangki bahan besi
Sat Nov 15 11:23:28 +0000 2025,1935700316470837248,@shinnotshincan @DediMulyadi71 @bahlillahadalia pak angkut aja pak jadiin bahan bakar etanol jg gpp,pak angkut aja pak jadiin bahan bakar etanol jg gpp,pak angkut saja pak jadikan bahan bakar etanol juga tidak apa-apa,"['angkut', 'jadikan', 'bahan', 'bakar', 'etanol', 'apa-apa']","['angkut', 'jadi', 'bahan', 'bakar', 'etanol', 'apa']",angkut jadi bahan bakar etanol apa
Sat Nov 15 10:53:00 +0000 2025,2366754955,Janji Hijaukan dan Hidupkan Indonesia Lewat E10 pada BBM https://t.co/A8koLUZcJ0,janji hijaukan dan hidupkan indonesia lewat e pada bbm,janji hijaukan dan hidupkan indonesia lewat e pada bbm,"['janji', 'hijaukan', 'hidupkan', 'indonesia', 'bbm']","['janji', 'hijau', 'hidup', 'indonesia', 'bbm']",janji hijau hidup indonesia bbm
Sat Nov 15 08:36:20 +0000 2025,1391670554000715776, bahlil pantek itulah kalimat yg selalu gw lontarin di saat motor nyendat2 garagara bbm dicampur etanol.,bahlil pantek itulah kalimat yg selalu gw lontarin di saat motor nyendat garagara bbm dicampur etanol,bahlil pantek itulah kalimat yang selalu gue lontarin di saat motor nyendat garagara bbm dicampur etanol,"['bahlil', 'pantek', 'kalimat', 'gue', 'lontarin', 'motor', 'nyendat', 'garagara', 'bbm', 'dicampur', 'etanol']","['bahlil', 'pantek', 'kalimat', 'gue', 'lontarin', 'motor', 'nyendat', 'garagara', 'bbm', 'campur', 'etanol']",bahlil pantek kalimat gue lontarin motor nyendat garagara bbm campur etanol
Sat Nov 15 03:48:07 +0000 2025,1709102144425775104,RI dan Jepang Sepakati Kerja Sama Uji dan Standardisasi Bahan Bakar E10-B50 https://t.co/dmAzqOE0ez,ri dan jepang sepakati kerja sama uji dan standardisasi bahan bakar e b,ri dan jepang sepakati kerja sama uji dan standardisasi bahan bakar e b,"['jepang', 'sepakati', 'kerja', 'uji', 'standardisasi', 'bahan', 'bakar']","['jepang', 'sepakat', 'kerja', 'uji', 'standardisasi', 'bahan', 'bakar']",jepang sepakat kerja uji standardisasi bahan bakar
Sat Nov 15 03:40:08 +0000 2025,380962412,Nah.. @MotoGP aja menerapkan 100% bio fuel.. di tahun 2027.. termasuk Etanol dan Metanol.. jadi Singkong Tebu dan Carbon Capture.. bisa menarik nih harganya.. hehehe.. https://t.co/c9n1tAbTxF,nah aja menerapkan bio fuel di tahun termasuk etanol dan metanol jadi singkong tebu dan carbon capture bisa menarik nih harganya hehehe,nah saja menerapkan bio fuel di tahun termasuk etanol dan metanol jadi singkong tebu dan carbon capture bisa menarik nih harganya hehehe,"['menerapkan', 'bio', 'fuel', 'etanol', 'metanol', 'singkong', 'tebu', 'carbon', 'capture', 'menarik', 'nih', 'harganya', 'hehehe']","['terap', 'bio', 'fuel', 'etanol', 'metanol', 'singkong', 'tebu', 'carbon', 'capture', 'tarik', 'nih', 'harga', 'hehehe']",terap bio fuel etanol metanol singkong tebu carbon capture tarik nih harga hehehe
Sat Nov 15 03:23:26 +0000 2025,1289954556411969537,MotoGP 2027 Bakal Terapkan Bahan Bakar Non Fosil Ada Etanol https://t.co/gVaWorPdTc,motogp bakal terapkan bahan bakar non fosil ada etanol,motogp bakal terapkan bahan bakar non fosil ada etanol,"['motogp', 'terapkan', 'bahan', 'bakar', 'non', 'fosil', 'etanol']","['motogp', 'terap', 'bahan', 'bakar', 'non', 'fosil', 'etanol']",motogp terap bahan bakar non fosil etanol
Sat Nov 15 02:29:28 +0000 2025,1611994627,akal akalan pemerintah karna ini 100% etanol secara ga langsung bisa diguanin sebagai senjata org org korup biar milih 10% etanol statement dari bbm yg ini buat jangka pendek mungkin bagus tp jangka panjang gabaik buat kendaraan,akal akalan pemerintah karna ini etanol secara ga langsung bisa diguanin sebagai senjata org org korup biar milih etanol statement dari bbm yg ini buat jangka pendek mungkin bagus tp jangka panjang gabaik buat kendaraan,akal akalan pemerintah karena ini etanol secara tidak langsung bisa diguanin sebagai senjata orang orang korup biar memilih etanol statement dari bbm yang ini buat jangka pendek mungkin bagus tapi jangka panjang gabaik buat kendaraan,"['akal', 'akalan', 'pemerintah', 'etanol', 'langsung', 'diguanin', 'senjata', 'orang', 'orang', 'korup', 'biar', 'memilih', 'etanol', 'statement', 'bbm', 'jangka', 'pendek', 'bagus', 'jangka', 'gabaik', 'kendaraan']","['akal', 'akal', 'perintah', 'etanol', 'langsung', 'guanin', 'senjata', 'orang', 'orang', 'korup', 'biar', 'pilih', 'etanol', 'statement', 'bbm', 'jangka', 'pendek', 'bagus', 'jangka', 'gabaik', 'kendara']",akal akal perintah etanol langsung guanin senjata orang orang korup biar pilih etanol statement bbm jangka pendek bagus jangka gabaik kendara
Fri Nov 14 23:50:52 +0000 2025,1720665183188922368,@70a34a20214241f @kusjantonoWK @yaniarsim @bahlillahadalia Benar rantai karbon memang dasar hidrokarbon di berbagai bahan bakar fosil maupun bio tapi ayat Yasin:80 lebih menggambarkan mukjizat penciptaan api dari pohon hijau (seperti gesekan kayu) bukan formula kimia spesifik. Bobibos sebagai etanol/methanol punya potensi energi tapi,benar rantai karbon memang dasar hidrokarbon di berbagai bahan bakar fosil maupun bio tapi ayat yasin lebih menggambarkan mukjizat penciptaan api dari pohon hijau seperti gesekan kayu bukan formula kimia spesifik bobibos sebagai etanol methanol punya potensi energi tapi,benar rantai karbon memang dasar hidrokarbon di berbagai bahan bakar fosil maupun bio tapi ayat yasin lebih menggambarkan mukjizat penciptaan api dari pohon hijau seperti gesekan kayu bukan formula kimia spesifik bobibos sebagai etanol methanol punya potensi energi tapi,"['rantai', 'karbon', 'dasar', 'hidrokarbon', 'bahan', 'bakar', 'fosil', 'bio', 'ayat', 'yasin', 'menggambarkan', 'mukjizat', 'penciptaan', 'api', 'pohon', 'hijau', 'gesekan', 'kayu', 'formula', 'kimia', 'spesifik', 'bobibos', 'etanol', 'methanol', 'potensi', 'energi']","['rantai', 'karbon', 'dasar', 'hidrokarbon', 'bahan', 'bakar', 'fosil', 'bio', 'ayat', 'yasin', 'gambar', 'mukjizat', 'cipta', 'api', 'pohon', 'hijau', 'gesek', 'kayu', 'formula', 'kimia', 'spesifik', 'bobibos', 'etanol', 'methanol', 'potensi', 'energi']",rantai karbon dasar hidrokarbon bahan bakar fosil bio ayat yasin gambar mukjizat cipta api pohon hijau gesek kayu formula kimia spesifik bobibos etanol methanol potensi energi
Fri Nov 14 22:21:11 +0000 2025,1720665183188922368,@Rzkyrmdhna @fatkur_munir @RiyanRiyan52986 @Areanesia24 Kendaraan standar biasanya tidak dirancang untuk etanol 100%. Efeknya: penurunan efisiensi bahan bakar (hingga 30% lebih boros) korosi pada sistem bahan bakar (seperti selang karet dan tangki) masalah start dingin dan potensi kerusakan mesin jika tidak dimodifikasi. Kendaraan,kendaraan standar biasanya tidak dirancang untuk etanol efeknya penurunan efisiensi bahan bakar hingga lebih boros korosi pada sistem bahan bakar seperti selang karet dan tangki masalah start dingin dan potensi kerusakan mesin jika tidak dimodifikasi kendaraan,kendaraan standar biasanya tidak dirancang untuk etanol efeknya penurunan efisiensi bahan bakar hingga lebih boros korosi pada sistem bahan bakar seperti selang karet dan tangki masalah start dingin dan potensi kerusakan mesin jika tidak dimodifikasi kendaraan,"['kendaraan', 'standar', 'dirancang', 'etanol', 'efeknya', 'penurunan', 'efisiensi', 'bahan', 'bakar', 'boros', 'korosi', 'sistem', 'bahan', 'bakar', 'selang', 'karet', 'tangki', 'start', 'dingin', 'potensi', 'kerusakan', 'mesin', 'dimodifikasi', 'kendaraan']","['kendara', 'standar', 'rancang', 'etanol', 'efek', 'turun', 'efisiensi', 'bahan', 'bakar', 'boros', 'korosi', 'sistem', 'bahan', 'bakar', 'selang', 'karet', 'tangki', 'start', 'dingin', 'potensi', 'rusa', 'mesin', 'modifikasi', 'kendara']",kendara standar rancang etanol efek turun efisiensi bahan bakar boros korosi sistem bahan bakar selang karet tangki start dingin potensi rusa mesin modifikasi kendara
Fri Nov 14 21:59:35 +0000 2025,1720665183188922368,@fatkur_munir @RiyanRiyan52986 @Areanesia24 Tidak BBM dari plastik (melalui proses pirolisis) biasanya menghasilkan hidrokarbon mirip solar atau bensin bukan 100% etanol. Etanol berasal dari fermentasi bahan nabati seperti tebu atau jagung bukan plastik. Jika maksudnya biofuel seperti Bobibos dari jerami itu bisa,tidak bbm dari plastik melalui proses pirolisis biasanya menghasilkan hidrokarbon mirip solar atau bensin bukan etanol etanol berasal dari fermentasi bahan nabati seperti tebu atau jagung bukan plastik jika maksudnya biofuel seperti bobibos dari jerami itu bisa,tidak bbm dari plastik melalui proses pirolisis biasanya menghasilkan hidrokarbon mirip solar atau bensin bukan etanol etanol berasal dari fermentasi bahan nabati seperti tebu atau jagung bukan plastik jika maksudnya biofuel seperti bobibos dari jerami itu bisa,"['bbm', 'plastik', 'proses', 'pirolisis', 'menghasilkan', 'hidrokarbon', 'solar', 'bensin', 'etanol', 'etanol', 'berasal', 'fermentasi', 'bahan', 'nabati', 'tebu', 'jagung', 'plastik', 'maksudnya', 'biofuel', 'bobibos', 'jerami']","['bbm', 'plastik', 'proses', 'pirolisis', 'hasil', 'hidrokarbon', 'solar', 'bensin', 'etanol', 'etanol', 'asal', 'fermentasi', 'bahan', 'nabati', 'tebu', 'jagung', 'plastik', 'maksud', 'biofuel', 'bobibos', 'jerami']",bbm plastik proses pirolisis hasil hidrokarbon solar bensin etanol etanol asal fermentasi bahan nabati tebu jagung plastik maksud biofuel bobibos jerami
Fri Nov 14 21:54:34 +0000 2025,1849904310,@RiyanRiyan52986 @Areanesia24 @grok apakah BBM dari plastik itu mengandung 100% etanol?,apakah bbm dari plastik itu mengandung etanol,apakah bbm dari plastik itu mengandung etanol,"['bbm', 'plastik', 'mengandung', 'etanol']","['bbm', 'plastik', 'kandung', 'etanol']",bbm plastik kandung etanol
Fri Nov 14 21:24:36 +0000 2025,1189039138835554304,@Merdeka2124 @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Tapi ini aman untuk mesin kendaraan yg sudah biasa pake BBM fosil Kalo etanol masih banyak pro kontra ya Kita lihat saja ke depannya,tapi ini aman untuk mesin kendaraan yg sudah biasa pake bbm fosil kalo etanol masih banyak pro kontra ya kita lihat saja ke depannya,tapi ini aman untuk mesin kendaraan yang sudah biasa pakai bbm fosil kalau etanol masih banyak pro kontra ya kita lihat saja ke depannya,"['aman', 'mesin', 'kendaraan', 'pakai', 'bbm', 'fosil', 'etanol', 'pro', 'kontra', 'lihat', 'depannya']","['aman', 'mesin', 'kendara', 'pakai', 'bbm', 'fosil', 'etanol', 'pro', 'kontra', 'lihat', 'depan']",aman mesin kendara pakai bbm fosil etanol pro kontra lihat depan
Fri Nov 14 15:12:14 +0000 2025,2810922182,@lantip @priyadi Meskipun secara kimia identik dengan etanol yang diproduksi dari jagung atau kedelai etanol selulosa memiliki kandungan energi bersih tiga kali lebih tinggi dibandingkan etanol jagung dan menghasilkan emisi gas rumah kaca yang jauh lebih rendah. https://t.co/5BUrGGiNbi,meskipun secara kimia identik dengan etanol yang diproduksi dari jagung atau kedelai etanol selulosa memiliki kandungan energi bersih tiga kali lebih tinggi dibandingkan etanol jagung dan menghasilkan emisi gas rumah kaca yang jauh lebih rendah,meskipun secara kimia identik dengan etanol yang diproduksi dari jagung atau kedelai etanol selulosa memiliki kandungan energi bersih tiga kali lebih tinggi dibandingkan etanol jagung dan menghasilkan emisi gas rumah kaca yang jauh lebih rendah,"['kimia', 'identik', 'etanol', 'diproduksi', 'jagung', 'kedelai', 'etanol', 'selulosa', 'memiliki', 'kandungan', 'energi', 'bersih', 'kali', 'dibandingkan', 'etanol', 'jagung', 'menghasilkan', 'emisi', 'gas', 'rumah', 'kaca', 'rendah']","['kimia', 'identik', 'etanol', 'produksi', 'jagung', 'kedelai', 'etanol', 'selulosa', 'milik', 'kandung', 'energi', 'bersih', 'kali', 'banding', 'etanol', 'jagung', 'hasil', 'emisi', 'gas', 'rumah', 'kaca', 'rendah']",kimia identik etanol produksi jagung kedelai etanol selulosa milik kandung energi bersih kali banding etanol jagung hasil emisi gas rumah kaca rendah
Fri Nov 14 14:09:43 +0000 2025,2570087317,Bambang Haryadi mendesak Kementerian ESDM untuk mematangkan kajian dan perencanaan sebelum menerapkan program bahan bakar nabati B50 (biodiesel 50%) dan E10 (etanol 10%). la menyoroti perlunya simulasi yang komprehensif terhadap dampak program ini ke berbagai sektor. https://t.co/fdmdFbXRpF,bambang haryadi mendesak kementerian esdm untuk mematangkan kajian dan perencanaan sebelum menerapkan program bahan bakar nabati b biodiesel dan e etanol la menyoroti perlunya simulasi yang komprehensif terhadap dampak program ini ke berbagai sektor,bambang haryadi mendesak kementerian esdm untuk mematangkan kajian dan perencanaan sebelum menerapkan program bahan bakar nabati b biodiesel dan e etanol lah menyoroti perlunya simulasi yang komprehensif terhadap dampak program ini ke berbagai sektor,"['bambang', 'haryadi', 'mendesak', 'kementerian', 'esdm', 'mematangkan', 'kajian', 'perencanaan', 'menerapkan', 'program', 'bahan', 'bakar', 'nabati', 'biodiesel', 'etanol', 'menyoroti', 'simulasi', 'komprehensif', 'dampak', 'program', 'sektor']","['bambang', 'haryadi', 'desak', 'menteri', 'esdm', 'matang', 'kaji', 'rencana', 'terap', 'program', 'bahan', 'bakar', 'nabati', 'biodiesel', 'etanol', 'sorot', 'simulasi', 'komprehensif', 'dampak', 'program', 'sektor']",bambang haryadi desak menteri esdm matang kaji rencana terap program bahan bakar nabati biodiesel etanol sorot simulasi komprehensif dampak program sektor
Fri Nov 14 14:06:35 +0000 2025,2570087317,Anggota Komisi VII DPR RI Bambang Haryadi mengingatkan bahwa pengembangan produksi etanol sebagai bahan bakar nabati (biofuel) harus dilakukan dengan cermat. Fokus utama adalah efisiensi produksi agar tidak menimbulkan biaya tinggi yang justru membebani APBN atau masyarakat. https://t.co/P5o1LRbqsD,anggota komisi vii dpr ri bambang haryadi mengingatkan bahwa pengembangan produksi etanol sebagai bahan bakar nabati biofuel harus dilakukan dengan cermat fokus utama adalah efisiensi produksi agar tidak menimbulkan biaya tinggi yang justru membebani apbn atau masyarakat,anggota komisi vii dpr ri bambang haryadi mengingatkan bahwa pengembangan produksi etanol sebagai bahan bakar nabati biofuel harus dilakukan dengan cermat fokus utama adalah efisiensi produksi agar tidak menimbulkan biaya tinggi yang justru membebani apbn atau masyarakat,"['anggota', 'komisi', 'vii', 'dpr', 'bambang', 'haryadi', 'pengembangan', 'produksi', 'etanol', 'bahan', 'bakar', 'nabati', 'biofuel', 'cermat', 'fokus', 'utama', 'efisiensi', 'produksi', 'menimbulkan', 'biaya', 'membebani', 'apbn', 'masyarakat']","['anggota', 'komisi', 'vii', 'dpr', 'bambang', 'haryadi', 'kembang', 'produksi', 'etanol', 'bahan', 'bakar', 'nabati', 'biofuel', 'cermat', 'fokus', 'utama', 'efisiensi', 'produksi', 'timbul', 'biaya', 'beban', 'apbn', 'masyarakat']",anggota komisi vii dpr bambang haryadi kembang produksi etanol bahan bakar nabati biofuel cermat fokus utama efisiensi produksi timbul biaya beban apbn masyarakat
